"","nobs","nsim","rho","sel.cri","lm","heck.noinst","heck.inst"
"88",8200,22,-0.9,0,-0.235160850717442,-0.00957999952523936,0.00447226851885474
"89",500,23,-0.9,0,-0.230921467617592,0.0111170248560009,-0.00393878644327494
"90",1100,23,-0.9,0,-0.149130380957392,0.0495461354963205,0.098961280585842
"91",3000,23,-0.9,0,-0.231720314646629,-0.0513207887141661,-0.00965198287835289
"92",8200,23,-0.9,0,-0.22821271962606,0.0213478990336327,0.0149442825934074
"93",500,24,-0.9,0,-0.295288830015075,0.01457287486168,0.0865555000363507
"94",1100,24,-0.9,0,-0.203058673345536,-0.352815408115527,0.0676171948655044
"95",3000,24,-0.9,0,-0.246391788540967,-0.0462506200334173,-0.0167172905491481
"96",8200,24,-0.9,0,-0.233692123281265,-0.00853384717537409,0.0145491857180406
"97",500,25,-0.9,0,-0.202270274757722,0.554246885128624,-0.0036262493153596
"98",1100,25,-0.9,0,-0.225594924252934,-0.00346114789713692,0.0120899462128006
"99",3000,25,-0.9,0,-0.237670877488172,0.0186304991273947,0.0372316047018371
"100",8200,25,-0.9,0,-0.249179282223924,-0.0353761960877281,-0.0213515926922008
"101",500,26,-0.9,0,-0.2062277329227,0.0256592086702732,0.00476630477629247
"102",1100,26,-0.9,0,-0.253383330103143,-0.0429371427263445,-0.0238598323778435
"103",3000,26,-0.9,0,-0.197796261252386,0.0198573826416863,0.00657986380312048
"104",8200,26,-0.9,0,-0.2169217614486,0.00416141682804794,0.00478209281245467
"105",500,27,-0.9,0,-0.243989589262389,-0.250494973419746,-0.0467967174910984
"106",1100,27,-0.9,0,-0.271188051925366,-0.0398745777405762,-0.0128778939200259
"107",3000,27,-0.9,0,-0.199095525767543,0.0461389544329018,0.0227917158428672
"108",8200,27,-0.9,0,-0.21807655842532,0.00680542885050794,-0.00432491347538733
"109",500,28,-0.9,0,-0.317888783284811,-0.0935736937534587,-0.126321034894248
"110",1100,28,-0.9,0,-0.225416234006588,-0.287867369302058,0.00355277317980152
"111",3000,28,-0.9,0,-0.254713497675559,-0.0439253713232021,-0.0138030010225821
"112",8200,28,-0.9,0,-0.221212631610608,0.00161297831929286,-0.00131508259047852
"113",500,29,-0.9,0,-0.182185848016848,0.40484705326085,0.0168117887572286
"114",1100,29,-0.9,0,-0.187056579232675,0.0919779191483159,0.0335924256734268
"115",3000,29,-0.9,0,-0.183590403003468,0.0627447069585689,0.0456287131858062
"116",8200,29,-0.9,0,-0.217355444470702,0.0178838096041087,0.00832344937577889
"117",500,30,-0.9,0,-0.221696016370338,-0.328144507005761,0.0212310644509526
"118",1100,30,-0.9,0,-0.211325280691437,0.0170371169574921,0.0262328050189418
"119",3000,30,-0.9,0,-0.221422377146604,0.00942334568325154,-0.00539309908605401
"120",8200,30,-0.9,0,-0.208217114652943,0.0183545229300026,0.0247412306452413
"121",500,31,-0.9,0,-0.268501263611268,0.000533180090961594,0.0643939408299341
"122",1100,31,-0.9,0,-0.308306203577788,-0.101665757637366,-0.0830071382174914
"123",3000,31,-0.9,0,-0.178308224882086,0.0493245504329594,0.041510710030785
"124",8200,31,-0.9,0,-0.233696234063086,-0.0023622041619531,0.00198709238686234
"125",500,32,-0.9,0,-0.196195312101294,0.0328464792549508,0.0563642782572689
"126",1100,32,-0.9,0,-0.26114350347685,-0.067001770405017,-0.0557624581495324
"127",3000,32,-0.9,0,-0.224393882698697,-0.290806039674591,-0.0101094929849596
"128",8200,32,-0.9,0,-0.233617721965565,-0.00370299041267985,-0.00638809164727883
"129",500,33,-0.9,0,-0.264966845373816,-0.33309237853097,-0.0461122956708088
"130",1100,33,-0.9,0,-0.210297543043055,0.021704836489189,0.0215556892002597
"131",3000,33,-0.9,0,-0.200119143574219,-0.262745833655435,0.0166632107181812
"132",8200,33,-0.9,0,-0.258055931048054,-0.0270300616171504,-0.0192453103931716
"133",500,34,-0.9,0,-0.252873235595639,-0.0799569809719023,-0.0589974299297809
"134",1100,34,-0.9,0,-0.17018807029089,-0.251430671429633,0.0571526849153972
"135",3000,34,-0.9,0,-0.260681876791099,-0.04506524190164,-0.0281315329902964
"136",8200,34,-0.9,0,-0.256678245398734,-0.0240312882076327,-0.0233833255976047
"137",500,35,-0.9,0,-0.275298420079543,-0.366406400949378,-0.0913413547677209
"138",1100,35,-0.9,0,-0.177760562569278,0.0812860362663386,0.0490122546321032
"139",3000,35,-0.9,0,-0.214333490299337,-0.00182596860216067,-0.0264009126145304
"140",8200,35,-0.9,0,-0.242287941021578,-0.00185575783723835,-0.0131609840232488
"141",500,36,-0.9,0,-0.21486978949886,0.375041458277307,-0.00170513491768509
"142",1100,36,-0.9,0,-0.198087215075536,-0.016672779911639,-0.0101604634022109
"143",3000,36,-0.9,0,-0.166016807070096,0.0742330874293153,0.0598047676305486
"144",8200,36,-0.9,0,-0.234721990131648,-0.0231948955635281,-0.00937180224258727
"145",500,37,-0.9,0,-0.334413301934776,-0.0965963168255686,-0.10796174445872
"146",1100,37,-0.9,0,-0.195958833831316,0.0346650443939123,0.0461644255684464
"147",3000,37,-0.9,0,-0.235881055874688,-0.018832937332359,-0.0133358571626778
"148",8200,37,-0.9,0,-0.21769418106561,0.00687458282907971,0.0176777191547253
"149",500,38,-0.9,0,-0.21488422942154,-0.288778572998386,0.101486449841722
"150",1100,38,-0.9,0,-0.28167562512032,-0.0785964271634222,-0.0642587340266115
"151",3000,38,-0.9,0,-0.251482951611359,0.00524680467913452,0.00662170303873411
"152",8200,38,-0.9,0,-0.243410386883707,-0.0154028178256544,-0.0208117649860762
"153",500,39,-0.9,0,-0.19605857952045,0.0763298492476543,0.0908180220088586
"154",1100,39,-0.9,0,-0.240227302107847,-0.0227011694327123,-0.0199003771671696
"155",3000,39,-0.9,0,-0.23277617347159,-0.00045911269648391,0.0112223991933995
"156",8200,39,-0.9,0,-0.263202167421066,-0.0157339418865227,-0.0201648451749837
"157",500,40,-0.9,0,-0.298956924873902,-0.261775035417579,-0.102876778730881
"158",1100,40,-0.9,0,-0.209443596142684,-0.00514301907377313,0.0084668666721408
"159",3000,40,-0.9,0,-0.213492857291296,-0.00268112319261182,0.0024760442104732
"160",8200,40,-0.9,0,-0.207077687008834,0.0393072303544379,0.018209491379535
"161",500,41,-0.9,0,-0.296195304321372,-0.0136742035662824,-0.0521509325634048
"162",1100,41,-0.9,0,-0.308725153404864,-0.0463180267207296,-0.0633362090274969
"163",3000,41,-0.9,0,-0.233267240722702,-0.0420064911916904,-0.0214335787695972
"164",8200,41,-0.9,0,-0.222761069024622,0.0148612370655967,-0.00161107560067186
"165",500,42,-0.9,0,-0.216644678937822,0.505495702097419,0.0102542230696869
"166",1100,42,-0.9,0,-0.239368942826813,0.00733498119222364,-0.000331621013327288
"167",3000,42,-0.9,0,-0.249539993374201,-0.0555643006209144,-0.0308928273281569
"168",8200,42,-0.9,0,-0.243141830617283,-0.0100061737026185,-0.00232050430315833
"169",500,43,-0.9,0,-0.21423879757562,-0.341303884553572,0.00648085329265302
"170",1100,43,-0.9,0,-0.189439560439475,-0.236975377799146,0.0548654890201883
"171",3000,43,-0.9,0,-0.216168144978315,0.00375674305730089,0.0191964476734763
"172",8200,43,-0.9,0,-0.222985946623285,0.0113619696107587,0.00832790525122618
"173",500,44,-0.9,0,-0.271487104265259,-0.100950713608324,-0.111162910612424
"174",1100,44,-0.9,0,-0.200893531763187,0.0768086867418345,0.0350705779024076
"175",3000,44,-0.9,0,-0.262536298895437,-0.0280223576453582,-0.0105841018463222
"176",8200,44,-0.9,0,-0.232159890170659,0.0105775293981896,0.0175951162886134
"177",500,45,-0.9,0,-0.187123132360843,-0.00141554661045096,0.00604538270358357
"178",1100,45,-0.9,0,-0.237870488263373,0.0161401100764749,-0.00120220621655753
"179",3000,45,-0.9,0,-0.206458469101496,0.0340330364073669,0.0360218819873452
"180",8200,45,-0.9,0,-0.237528355059394,-0.00527740359770812,-0.0118335308298377
"181",500,46,-0.9,0,-0.215956732869214,-0.278918522889067,-0.0326588613320042
"182",1100,46,-0.9,0,-0.222944122411126,-0.00120009202707583,-0.0151265723394797
"183",3000,46,-0.9,0,-0.249851805131694,-0.00278034722271214,-0.00673924091413358
"184",8200,46,-0.9,0,-0.218185321141051,0.00963543600567607,0.0159927113419205
"185",500,47,-0.9,0,-0.256007188097557,-0.0208725320337604,-0.0240274363004104
"186",1100,47,-0.9,0,-0.252322979032341,0.0101247265079789,0.00058445494382231
"187",3000,47,-0.9,0,-0.226729782477502,-0.0253831240420215,-0.0143440388200389
"188",8200,47,-0.9,0,-0.238710861544473,-0.00519908094658872,-0.0126260410795199
"189",500,48,-0.9,0,-0.2739393286236,-0.325094738392106,0.126838244682296
"190",1100,48,-0.9,0,-0.219914029727984,0.0190550936873801,0.0174577698193858
"191",3000,48,-0.9,0,-0.239702496047737,0.00461369948827639,-0.0118548788265617
"192",8200,48,-0.9,0,-0.214743254682232,0.0161092683884876,0.0131570283170881
"193",500,49,-0.9,0,-0.187075424596319,0.00381225665742524,0.0204716700693273
"194",1100,49,-0.9,0,-0.212168870430827,0.0116951422542173,0.0174963736005445
"195",3000,49,-0.9,0,-0.244128762976858,-0.0382526997205083,-0.0165200555006647
"196",8200,49,-0.9,0,-0.23867411231177,-0.0234029103579795,0.00377880636745065
"197",500,50,-0.9,0,-0.218483028909609,0.0074852541151571,0.00279032822828129
"198",1100,50,-0.9,0,-0.232918377078579,0.0220523574129663,0.00774216860114207
"199",3000,50,-0.9,0,-0.277041671219065,-0.0409246210473545,-0.0165314799897818
"200",8200,50,-0.9,0,-0.237342861607297,0.0197798068945141,0.0105652805960055
"201",500,51,-0.9,0,-0.159835933238013,0.0583352785640763,0.064794479981884
"202",1100,51,-0.9,0,-0.235387020525695,-0.00823836364660324,-0.019641036679123
"203",3000,51,-0.9,0,-0.19785790400976,0.0419028435391817,0.0364876048126856
"204",8200,51,-0.9,0,-0.228128382178772,-0.000217599710664151,0.00308039982703767
"205",500,52,-0.9,0,-0.334295105886092,-0.14647944112861,-0.0207898507055593
"206",1100,52,-0.9,0,-0.257654870457656,0.0285494875283101,0.0192206551576155
"207",3000,52,-0.9,0,-0.222837504693514,-0.000208035804304729,-0.0241954281187133
"208",8200,52,-0.9,0,-0.234522973493707,-0.0137406405091983,-0.0102218391869358
"209",500,53,-0.9,0,-0.198742697630417,-0.277299473902011,0.030017134535905
"210",1100,53,-0.9,0,-0.268284806816987,-0.306465499419108,-0.0586050116176944
"211",3000,53,-0.9,0,-0.218113124554868,-0.00668324641386164,-0.0194341730194501
"212",8200,53,-0.9,0,-0.244100757813091,-0.00185296150448422,-0.0131040444953349
"213",500,54,-0.9,0,-0.32888170273574,-0.38231248546847,-0.0805180096802829
"214",1100,54,-0.9,0,-0.2238618521715,0.0180719303006727,0.0345867840487191
"215",3000,54,-0.9,0,-0.259149687989408,-0.00285260914373753,-0.0129743085632786
"216",8200,54,-0.9,0,-0.239714643418205,-0.0120496219833193,-0.0156294798788814
"217",500,55,-0.9,0,-0.315228543362762,-0.413281819016279,-0.0494113199327847
"218",1100,55,-0.9,0,-0.220994060894501,-0.322552651652963,0.0293796561730846
"219",3000,55,-0.9,0,-0.245419552935977,-0.313251880302617,-0.00523517305568311
"220",8200,55,-0.9,0,-0.233936261594863,-0.00688623660154841,0.00732815434913214
"221",500,56,-0.9,0,-0.261688274898183,0.0306819399845171,0.0356208213425269
"222",1100,56,-0.9,0,-0.224691711245416,-0.0300131113834764,0.00967057989203091
"223",3000,56,-0.9,0,-0.236154811478927,0.0101522387711122,-0.00377204687674582
"224",8200,56,-0.9,0,-0.219407362024481,-0.0160098849142344,0.00120889693077708
"225",500,57,-0.9,0,-0.226454801456993,0.0676356341374498,0.0646449190263354
"226",1100,57,-0.9,0,-0.229432754592636,-0.060393360755877,-0.0555715299050697
"227",3000,57,-0.9,0,-0.239224943099809,-0.30873328178558,-0.0245058155872788
"228",8200,57,-0.9,0,-0.216031078815462,0.0331380097470826,0.0207771006522361
"229",500,58,-0.9,0,-0.201576084164728,0.037566423947526,-0.00582813690220552
"230",1100,58,-0.9,0,-0.197101041036565,0.0511057159771147,0.0485490251105403
"231",3000,58,-0.9,0,-0.245900060306164,-0.00145296625447733,-0.0268828265891162
"232",8200,58,-0.9,0,-0.225414199468543,0.0296340188007209,0.0117377836303265
"233",500,59,-0.9,0,-0.23741653146073,0.0134435741436187,-0.00176505408370886
"234",1100,59,-0.9,0,-0.23309016641009,-0.0124952016473286,-0.0192894463057965
"235",3000,59,-0.9,0,-0.23347215070566,0.000146136634488592,0.00818936476781729
"236",8200,59,-0.9,0,-0.218446142344006,0.00722823357887048,0.0172717438945773
"237",500,60,-0.9,0,-0.276950756748276,-0.323087931827463,-0.040677036276489
"238",1100,60,-0.9,0,-0.183133512571248,-0.210861387986346,-0.00180338784860967
"239",3000,60,-0.9,0,-0.246940752286456,-0.00876561911982909,-0.0228990655914473
"240",8200,60,-0.9,0,-0.227929746934152,0.00377223129844007,-0.00289070937276981
"241",500,61,-0.9,0,-0.206992198564865,-0.360158188758433,-0.0119970129957779
"242",1100,61,-0.9,0,-0.208748697216439,0.0113468760269657,0.0206496423914957
"243",3000,61,-0.9,0,-0.221135843366605,-0.290656510907402,0.0156297525036282
"244",8200,61,-0.9,0,-0.259529559793738,-0.0306055775464492,-0.0363486665572096
"245",500,62,-0.9,0,-0.145843590222463,-0.168573819117121,0.0531376226429157
"246",1100,62,-0.9,0,-0.217297800967912,0.0174630710690207,0.0369011978804945
"247",3000,62,-0.9,0,-0.240783053961073,0.0094403816084303,-0.0150439469652853
"248",8200,62,-0.9,0,-0.243468487803616,-0.0182997587652811,-0.00347743850413174
"249",500,63,-0.9,0,-0.17836760089114,-0.283716950465072,0.0834577284455009
"250",1100,63,-0.9,0,-0.1936275043491,0.48432947448123,0.00766070775867922
"251",3000,63,-0.9,0,-0.206230142479966,0.0499234384521314,0.0432604398462322
"252",8200,63,-0.9,0,-0.219955392070312,-0.00660944294723975,0.00341973793993899
"253",500,64,-0.9,0,-0.205258834591977,-0.292963730885834,-0.0111912702350039
"254",1100,64,-0.9,0,-0.301208889523832,-0.31357461971255,-0.0827825522290652
"255",3000,64,-0.9,0,-0.247709304483798,-0.308966856991961,-0.0255320278747644
"256",8200,64,-0.9,0,-0.244314537260338,-0.0264907620865966,-0.030947260566958
"257",500,65,-0.9,0,-0.180184867059335,0.0334767409182888,0.0534596109343231
"258",1100,65,-0.9,0,-0.304873554446039,-0.34545356706587,-0.076334543417385
"259",3000,65,-0.9,0,-0.226585360434469,0.00762207634771928,-0.0195291858628904
"260",8200,65,-0.9,0,-0.225497444804914,-0.0123422302242384,-0.00923857086257396
"261",500,66,-0.9,0,-0.253211174367207,0.377248396309785,-0.0263099120284015
"262",1100,66,-0.9,0,-0.202229841837425,-0.218571671184736,-0.016371186355017
"263",3000,66,-0.9,0,-0.244896436635385,0.00638125684338897,0.00590188666231461
"264",8200,66,-0.9,0,-0.222851868602731,0.0178466769805414,0.015324653935556
"265",500,67,-0.9,0,-0.237650037583831,-0.0638972472735109,-0.0418692207556431
"266",1100,67,-0.9,0,-0.210412667725694,-0.00967839073894716,-0.00592825387341622
"267",3000,67,-0.9,0,-0.234560837486697,-0.00895747649031575,-0.0257928609630127
"268",8200,67,-0.9,0,-0.224055424768996,0.00146315591602164,0.00768939984782291
"269",500,68,-0.9,0,-0.204015197836499,0.0657234195561849,0.0551762719822595
"270",1100,68,-0.9,0,-0.234129036859616,0.00544414585267017,0.0192951535700927
"271",3000,68,-0.9,0,-0.238799521826533,-0.0308694972219115,-0.0269183135216893
"272",8200,68,-0.9,0,-0.240018070338558,-0.0201195547116393,-0.0149737156235393
"273",500,69,-0.9,0,-0.110414946727544,0.105627021381382,0.134569619654437
"274",1100,69,-0.9,0,-0.239153281052517,-0.0330050061718357,-0.057764588618064
"275",3000,69,-0.9,0,-0.219818941109669,0.0284635220819658,0.0164940759222756
"276",8200,69,-0.9,0,-0.241110938887426,-0.017305853411831,-0.00572022104235514
"277",500,70,-0.9,0,-0.324053867847047,-0.331370817997912,-0.116098748004948
"278",1100,70,-0.9,0,-0.273673964228979,-0.0325050807734062,-0.0229166511968333
"279",3000,70,-0.9,0,-0.246274943208816,-0.0349818457206701,-0.0195946723669302
"280",8200,70,-0.9,0,-0.232996260725383,0.0060066041986413,0.00166122999591045
"281",500,71,-0.9,0,-0.249849476348485,0.0110055068211963,0.0486175521581156
"282",1100,71,-0.9,0,-0.246024100574553,-0.0249958083101909,-0.0078786304843298
"283",3000,71,-0.9,0,-0.220567226661405,0.0227501400458272,-0.000552744159168173
"284",8200,71,-0.9,0,-0.225406724265223,0.0128102493804487,0.00772233752446394
"285",500,72,-0.9,0,-0.242417301878102,-0.268866849838351,-0.00336119620045305
"286",1100,72,-0.9,0,-0.141730051007914,0.10511141807778,0.110109201506602
"287",3000,72,-0.9,0,-0.206892476536787,0.00838062335007028,0.0108689738472125
"288",8200,72,-0.9,0,-0.219199023345258,0.0316241587856372,0.0180079632454235
"289",500,73,-0.9,0,-0.236511918899882,0.0291279523460539,0.0427913014869388
"290",1100,73,-0.9,0,-0.273425961058089,-0.0925558896119236,-0.0599323071362436
"291",3000,73,-0.9,0,-0.214539506949119,-0.0256306061471114,-0.0307806483913687
"292",8200,73,-0.9,0,-0.213713803966854,0.0305707337794638,0.0137742881024212
"293",500,74,-0.9,0,-0.329128142659026,-0.129923961955152,-0.114208697541568
"294",1100,74,-0.9,0,-0.254645203023615,-0.0238319843899992,-0.0298994068290765
"295",3000,74,-0.9,0,-0.229100644549434,-0.291206079437223,-0.00718362803249006
"296",8200,74,-0.9,0,-0.214993740643501,0.0365433839955784,0.0203339532680176
"297",500,75,-0.9,0,-0.154361422073179,-0.168212768389936,0.0806388629188333
"298",1100,75,-0.9,0,-0.196854439303066,0.0586324259296362,0.0517293184736096
"299",3000,75,-0.9,0,-0.237976448908595,-0.0151800597581653,-0.00610725613874874
"300",8200,75,-0.9,0,-0.226630547461905,0.0148139920737749,0.00718638508193847
"301",500,76,-0.9,0,-0.285305814663557,-0.38108264247202,0.0116027596193482
"302",1100,76,-0.9,0,-0.26627216198392,-0.0417705800482242,-0.0335761287006594
"303",3000,76,-0.9,0,-0.181369979327108,0.0239738946435553,0.0227978129174198
"304",8200,76,-0.9,0,-0.21627334628288,0.0270755584815872,0.0257527611868136
"305",500,77,-0.9,0,-0.222431760400285,-0.265194088967595,-0.0506074726979527
"306",1100,77,-0.9,0,-0.25758629510463,-0.327183701436874,-0.0319596528493585
"307",3000,77,-0.9,0,-0.245958808750457,-0.0242032868025719,-0.0160483448090289
"308",8200,77,-0.9,0,-0.226354033622415,0.0075386254183587,0.00388865422107831
"309",500,78,-0.9,0,-0.185035777973718,0.0375833280007449,0.0611604028330794
"310",1100,78,-0.9,0,-0.177216593533299,-0.241476679980948,0.107674364848281
"311",3000,78,-0.9,0,-0.17646621378565,0.0723766302436026,0.0462501090733967
"312",8200,78,-0.9,0,-0.235060917806471,-0.00575871333879108,0.00186021804903658
"313",500,79,-0.9,0,-0.203456300002143,0.0569894298931493,0.0610938355252972
"314",1100,79,-0.9,0,-0.271102999872628,-0.00442355730841582,-0.0127872942167184
"315",3000,79,-0.9,0,-0.256333914133061,-0.0597341504631018,-0.035642375305919
"316",8200,79,-0.9,0,-0.216597210667944,0.00465887813891341,0.00727017775911576
"317",500,80,-0.9,0,-0.2647328411723,-0.0956879952315928,-0.0756823360484217
"318",1100,80,-0.9,0,-0.184933390198904,-0.000149819831340992,0.0400291571813491
"319",3000,80,-0.9,0,-0.202719638573188,0.0247753577604382,0.0259576616805302
"320",8200,80,-0.9,0,-0.244444703314635,-0.0053203869416214,-0.0160924921131593
"321",500,81,-0.9,0,-0.285615935415918,-0.0573508614058228,-0.0228819434395259
"322",1100,81,-0.9,0,-0.22062342530275,-0.288530866975014,0.0468286100340716
"323",3000,81,-0.9,0,-0.190956616152114,0.0342173899488212,0.0338078006395743
"324",8200,81,-0.9,0,-0.236477238105248,0.00354840166532377,0.00299986628440974
"325",500,82,-0.9,0,-0.153903176347218,0.389500002508221,0.0404404526188322
"326",1100,82,-0.9,0,-0.203923589490803,0.393432392808865,-0.0196805036609834
"327",3000,82,-0.9,0,-0.222461467628057,-0.0260248606228745,-0.011322740546658
